"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS"
"NEV";5533.229132;"No";"BAS";"BACH";"EMP";"M";23241;"SUBU";"MAR";70;11;14;9;"PERS";504;"2D";"S"
"CAL";5670.132321;"No";"BAS";"COLL";"EMP";"M";83086;"URB";"MAR";71;1;43;3;"PERS";320.486645;"4D";"M"
"OR";10036.53634;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";134;15;92;8;"PERS";1353.28906;"SUV";"M"
"AR";7153.671737;"No";"EXT";"HSOB";"EMP";"F";59522;"SUBU";"MAR";89;0;8;3;"CORP";427.2;"4D";"S"
"NEV";4872.577302;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";135;32;33;1;"PERS";648;"SPO";"M"
"OR";7322.92885;"No";"BAS";"HSOB";"EMP";"M";80864;"URB";"MAR";182;5;30;1;"PERS";618.210272;"LUXS";"M"
"CAL";2150.178588;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";61;28;31;1;"PERS";292.8;"4D";"M"
"AR";4242.69282;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";61;5;51;7;"PERS";439.2;"4D";"M"
"CAL";5313.436344;"No";"EXT";"BACH";"EMP";"F";68558;"RUR";"MAR";131;16;11;1;"PERS";280.903779;"SUV";"M"
"OR";9407.452895;"No";"BAS";"BACH";"EMP";"M";31485;"RUR";"MAR";118;17;79;6;"PERS";294.905685;"SUV";"M"
"CAL";5583.575264;"No";"EXT";"COLL";"EMP";"M";76927;"RUR";"MAR";138;2;46;1;"PERS";114.743547;"SUV";"M"
"OR";4669.22664;"Yes";"PREM";"HSOB";"EMP";"F";76157;"SUBU";"MAR";116;15;80;1;"PERS";556.8;"2D";"S"
"AR";6889.097981;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"DIV";63;6;12;2;"PERS";302.4;"4D";"S"
"WASH";3576.705025;"No";"EXT";"HSOB";"EMP";"F";24959;"SUBU";"MAR";89;19;13;1;"CORP";640.8;"4D";"L"
"OR";5073.282126;"Yes";"EXT";"DOCT";"EMP";"M";57709;"SUBU";"MAR";125;10;26;1;"PERS";600;"SUV";"M"
"NEV";20940.30306;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";67;11;6;2;"PERS";482.4;"4D";"M"
"CAL";36860.90798;"No";"EXT";"BACH";"ML";"M";22854;"SUBU";"MAR";122;28;53;2;"SPEC";878.4;"SPO";"S"
"OR";8126.766397;"No";"BAS";"COLL";"DIS";"F";14616;"SUBU";"MAR";107;22;73;3;"PERS";513.6;"SUV";"M"
"NEV";9050.756606;"No";"BAS";"BACH";"EMP";"M";63800;"SUBU";"MAR";113;9;43;4;"PERS";542.4;"SUV";"M"
"OR";25464.82059;"Yes";"EXT";"COLL";"RET";"F";13663;"SUBU";"SING";97;1;66;2;"CORP";465.6;"4D";"S"
"CAL";6896.088021;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";68;10;53;2;"PERS";326.4;"2D";"M"
"AR";12157.32992;"Yes";"PREM";"HSOB";"EMP";"M";57449;"SUBU";"SING";103;6;28;2;"PERS";494.4;"4D";"M"
"CAL";13466.92071;"Yes";"BAS";"HSOB";"DIS";"F";11432;"SUBU";"MAR";119;11;9;2;"CORP";571.2;"SUV";"S"
"CAL";4845.002948;"No";"BAS";"BACH";"UNEMP";"F";0;"RUR";"MAR";65;7;14;6;"PERS";129.165554;"2D";"L"
"WASH";5394.703229;"No";"BAS";"BACH";"EMP";"M";65978;"URB";"MAR";67;3;50;3;"CORP";251.795869;"2D";"M"
"OR";7126.471703;"No";"BAS";"BACH";"EMP";"M";30895;"SUBU";"DIV";62;10;35;2;"PERS";297.6;"4D";"S"
"WASH";4297.018104;"No";"PREM";"BACH";"EMP";"M";86860;"SUBU";"MAR";107;13;29;1;"PERS";513.6;"4D";"S"
"CAL";4270.034394;"Yes";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"MAR";122;27;2;1;"PERS";725.870693;"SUV";"M"
"AR";3139.169353;"No";"EXT";"BACH";"EMP";"M";31177;"SUBU";"MAR";79;14;28;1;"PERS";905.699717;"4D";"S"
"OR";4940.508153;"No";"BAS";"COLL";"EMP";"M";65985;"RUR";"SING";71;3;47;4;"SPEC";42.43131;"4D";"M"
"OR";2767.5949;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";74;0;52;1;"PERS";355.2;"4D";"S"
"CAL";6612.617859;"No";"PREM";"HSOB";"EMP";"M";28792;"SUBU";"SING";185;34;20;1;"CORP";1166.603776;"SPO";"S"
"AR";2960.029328;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";82;0;28;1;"PERS";590.4;"4D";"M"
"OR";3300.684961;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";92;3;9;1;"PERS";711.323244;"4D";"S"
"AR";5781.015999;"No";"BAS";"HSOB";"EMP";"F";69512;"URB";"MAR";72;3;62;5;"PERS";196.977247;"2D";"M"
"OR";21423.63723;"Yes";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"MAR";65;9;31;2;"PERS";312;"2D";"M"
"CAL";2345.084479;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";69;1;56;1;"PERS";331.2;"4D";"M"
"WASH";5016.144667;"No";"BAS";"COLL";"EMP";"F";49367;"RUR";"DIV";63;16;40;9;"PERS";69.230355;"4D";"M"
"OR";8406.385414;"No";"BAS";"COLL";"EMP";"F";42540;"RUR";"MAR";70;15;52;2;"PERS";43.548973;"4D";"M"
"NEV";6826.797741;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";68;13;26;2;"PERS";489.6;"2D";"S"
"AR";3664.22055;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"DIV";103;8;75;1;"PERS";642.773149;"SUV";"M"
"CAL";5329.075482;"No";"BAS";"BACH";"EMP";"F";43671;"URB";"MAR";67;6;67;3;"CORP";190.649902;"4D";"M"
"OR";2404.917967;"No";"BAS";"BACH";"EMP";"M";63455;"URB";"DIV";61;26;71;1;"PERS";287.654819;"2D";"M"
"AR";7268.096004;"No";"EXT";"MAST";"EMP";"F";38179;"URB";"MAR";90;12;91;3;"PERS";374.716271;"4D";"M"
"OR";2616.613903;"Yes";"BAS";"COLL";"EMP";"M";72302;"SUBU";"DIV";66;6;27;1;"PERS";316.8;"2D";"M"
"OR";11058.22493;"No";"EXT";"HSOB";"EMP";"F";69792;"SUBU";"SING";137;1;95;3;"PERS";696.757797;"SUV";"M"
"OR";19837.30548;"No";"BAS";"MAST";"UNEMP";"F";0;"SUBU";"MAR";67;22;0;2;"PERS";321.6;"4D";"M"
"CAL";8649.175023;"No";"BAS";"COLL";"EMP";"F";43383;"SUBU";"MAR";109;7;60;8;"PERS";757.593913;"SUV";"M"
"OR";5619.649515;"No";"BAS";"BACH";"EMP";"M";41878;"RUR";"MAR";71;5;15;8;"PERS";161.695519;"4D";"M"
"OR";2677.223462;"No";"BAS";"HSOB";"EMP";"F";56536;"URB";"DIV";67;10;63;1;"SPEC";301.891189;"4D";"M"
"WASH";6220.765007;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";65;5;63;2;"CORP";468;"4D";"L"
"AR";7757.128146;"No";"PREM";"BACH";"UNEMP";"M";0;"SUBU";"DIV";111;32;13;3;"CORP";607.4459;"2D";"M"
"OR";22332.43946;"Yes";"EXT";"COLL";"EMP";"M";49078;"SUBU";"SING";97;10;3;2;"PERS";484.013411;"4D";"M"
"WASH";2624.099741;"No";"BAS";"BACH";"ML";"F";11822;"URB";"SING";70;10;89;1;"CORP";285.894115;"2D";"L"
"AR";2416.542359;"No";"BAS";"COLL";"ML";"F";18944;"RUR";"MAR";63;20;64;1;"PERS";125.274351;"4D";"M"
"CAL";4170.340729;"No";"BAS";"BACH";"EMP";"M";90310;"RUR";"MAR";104;9;39;1;"PERS";166.355491;"SUV";"S"
"AR";3237.996209;"Yes";"EXT";"MAST";"EMP";"M";60244;"URB";"MAR";83;3;72;1;"PERS";326.281835;"4D";"M"
"AR";5797.604861;"No";"BAS";"BACH";"EMP";"F";69276;"URB";"MAR";74;14;22;8;"PERS";201.327931;"2D";"M"
"AR";2444.621056;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";66;27;51;1;"CORP";316.8;"4D";"L"
"OR";31803.30779;"No";"BAS";"MAST";"DIS";"F";25663;"SUBU";"MAR";114;20;89;2;"CORP";663.131089;"SPO";"M"
"CAL";7568.85152;"No";"BAS";"HSOB";"ML";"F";27558;"SUBU";"MAR";65;18;48;2;"PERS";312;"4D";"M"
"OR";4969.529102;"No";"BAS";"HSOB";"EMP";"F";62365;"SUBU";"MAR";62;0;99;8;"CORP";297.6;"4D";"M"
"CAL";10937.1785;"No";"EXT";"BACH";"EMP";"F";21450;"SUBU";"MAR";138;15;35;4;"PERS";938.513425;"SPO";"M"
"NEV";6842.580052;"No";"EXT";"BACH";"DIS";"M";25259;"SUBU";"MAR";87;18;8;9;"PERS";417.6;"4D";"M"
"OR";5866.068903;"No";"BAS";"HSOB";"EMP";"M";75952;"SUBU";"MAR";73;5;17;3;"PERS";350.4;"2D";"M"
"NEV";5206.118179;"No";"BAS";"COLL";"EMP";"M";52629;"RUR";"MAR";65;30;22;6;"PERS";136.684141;"4D";"M"
"CAL";7583.962264;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";102;27;29;5;"PERS";848.161322;"SPO";"M"
"OR";32643.07651;"No";"PREM";"MAST";"EMP";"F";77915;"SUBU";"MAR";115;4;61;2;"PERS";552;"4D";"S"
"CAL";3436.448003;"No";"EXT";"COLL";"EMP";"F";30509;"SUBU";"SING";88;15;76;1;"PERS";442.964578;"4D";"M"
"OR";26346.08582;"No";"EXT";"HSOB";"EMP";"M";48268;"SUBU";"DIV";223;28;26;2;"PERS";1605.6;"LUXS";"M"
"CAL";3735.838129;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"SING";110;3;16;1;"PERS";792;"SUV";"M"
"OR";5595.835041;"No";"BAS";"MAST";"EMP";"F";79189;"SUBU";"MAR";69;6;97;4;"CORP";331.2;"4D";"M"
"AR";6838.767672;"No";"EXT";"HSOB";"DIS";"M";15871;"SUBU";"MAR";89;20;19;4;"PERS";427.2;"4D";"M"
"AR";21205.37785;"No";"EXT";"HSOB";"EMP";"F";24930;"SUBU";"MAR";76;7;16;2;"PERS";364.8;"4D";"M"
"CAL";2593.398672;"No";"BAS";"MAST";"UNEMP";"F";0;"SUBU";"MAR";69;29;35;1;"PERS";331.2;"2D";"M"
"OR";9415.901707;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";133;4;58;3;"SPEC";1361.993232;"SPO";"S"
"AR";10571.5377;"No";"BAS";"BACH";"EMP";"F";94137;"RUR";"MAR";65;16;27;2;"PERS";43.579327;"4D";"M"
"NEV";2691.217074;"No";"BAS";"DOCT";"EMP";"F";82108;"RUR";"DIV";67;17;63;1;"PERS";52.804096;"4D";"S"
"OR";2471.077732;"No";"BAS";"HSOB";"EMP";"F";53074;"URB";"MAR";61;5;86;1;"PERS";268.773368;"2D";"M"
"AR";7805.31287;"Yes";"BAS";"COLL";"RET";"F";21073;"SUBU";"DIV";106;25;54;3;"PERS";508.8;"SUV";"S"
"NEV";3543.232138;"No";"EXT";"COLL";"EMP";"M";35695;"SUBU";"MAR";90;2;7;1;"PERS";432;"4D";"M"
"AR";24980.22553;"No";"BAS";"COLL";"EMP";"F";88440;"RUR";"SING";70;19;30;2;"PERS";27.145151;"2D";"M"
"CAL";2530.639412;"No";"BAS";"MAST";"ML";"F";25143;"RUR";"DIV";66;34;38;1;"CORP";8.737111;"4D";"M"
"CAL";2292.791874;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"SING";64;18;30;1;"PERS";460.8;"2D";"M"
"CAL";10408.96865;"Yes";"BAS";"HSOB";"RET";"M";20228;"SUBU";"DIV";101;3;43;2;"CORP";523.815839;"SUV";"M"
"AR";7739.550403;"No";"EXT";"BACH";"EMP";"F";64859;"URB";"MAR";96;24;11;8;"PERS";266.949266;"4D";"M"
"OR";14718.11779;"No";"EXT";"COLL";"EMP";"M";56263;"SUBU";"MAR";93;27;31;2;"CORP";446.4;"4D";"M"
"CAL";8098.51111;"No";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"SING";123;22;25;6;"PERS";885.6;"SUV";"M"
"NEV";7200.664877;"Yes";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"MAR";66;16;77;2;"CORP";316.8;"4D";"M"
"AR";13023.9329;"No";"PREM";"HSOB";"EMP";"F";64985;"RUR";"MAR";108;23;94;2;"PERS";16.425514;"2D";"S"
"AR";5278.528037;"No";"BAS";"BACH";"EMP";"M";32365;"URB";"MAR";67;28;78;3;"PERS";193.147858;"4D";"M"
"NEV";2538.62632;"Yes";"BAS";"BACH";"RET";"M";18608;"SUBU";"DIV";71;13;24;1;"PERS";340.8;"4D";"M"
"OR";3452.414955;"No";"EXT";"BACH";"EMP";"F";65773;"URB";"MAR";89;24;35;1;"CORP";245.308491;"4D";"M"
"OR";4363.124641;"No";"BAS";"MAST";"EMP";"F";54514;"URB";"DIV";109;5;36;1;"PERS";286.234931;"SUV";"M"
"CAL";16727.56063;"No";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"SING";76;33;36;2;"PERS";402.636829;"2D";"M"
"NEV";16473.16905;"Yes";"BAS";"BACH";"RET";"M";22828;"SUBU";"MAR";106;11;54;2;"PERS";508.8;"SUV";"M"
"WASH";5272.932008;"No";"BAS";"HSOB";"EMP";"F";24423;"SUBU";"DIV";67;5;62;6;"CORP";321.6;"2D";"M"
"OR";5356.137712;"No";"BAS";"COLL";"EMP";"F";60752;"SUBU";"MAR";67;4;19;7;"PERS";414.106436;"4D";"M"
"NEV";14032.59376;"No";"BAS";"MAST";"UNEMP";"M";0;"SUBU";"MAR";191;14;94;8;"CORP";916.8;"LUX";"M"
"WASH";3136.432103;"No";"EXT";"COLL";"EMP";"F";49532;"URB";"MAR";79;16;9;1;"PERS";220.186677;"4D";"M"
"NEV";8693.631249;"No";"BAS";"COLL";"DIS";"F";17453;"SUBU";"MAR";118;12;70;9;"PERS";566.4;"SUV";"S"
"NEV";8717.777831;"No";"PREM";"MAST";"EMP";"F";83707;"URB";"MAR";108;2;72;7;"CORP";290.391526;"4D";"M"
"CAL";2381.790787;"No";"BAS";"HSOB";"EMP";"M";78185;"SUBU";"SING";61;23;54;1;"PERS";292.8;"4D";"S"
"OR";2915.614781;"No";"BAS";"COLL";"EMP";"M";86599;"SUBU";"MAR";73;32;89;1;"CORP";350.4;"4D";"M"
"CAL";8082.880956;"No";"BAS";"COLL";"EMP";"M";53554;"SUBU";"MAR";67;6;5;2;"PERS";327.020539;"4D";"L"
"CAL";12168.74492;"Yes";"BAS";"BACH";"RET";"M";14973;"SUBU";"DIV";115;2;75;2;"PERS";828;"SUV";"M"
"NEV";5096.673223;"Yes";"BAS";"MAST";"DIS";"F";22886;"SUBU";"DIV";65;9;81;3;"PERS";312;"4D";"S"
"CAL";17497.52201;"Yes";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"DIV";73;9;94;2;"PERS";350.4;"2D";"M"
"WASH";10302.90289;"No";"EXT";"BACH";"EMP";"M";21839;"SUBU";"SING";137;2;70;8;"PERS";657.6;"SPO";"M"
"OR";5511.033294;"No";"BAS";"BACH";"EMP";"F";36267;"URB";"MAR";69;21;1;8;"PERS";263.454037;"4D";"M"
"AR";6242.595729;"No";"EXT";"COLL";"EMP";"F";75680;"RUR";"MAR";78;27;6;6;"PERS";136.787725;"4D";"M"
"OR";4862.908979;"No";"BAS";"HSOB";"EMP";"F";36839;"RUR";"MAR";61;22;93;3;"PERS";152.496995;"4D";"M"
"AR";3887.324208;"No";"EXT";"MAST";"EMP";"M";96335;"RUR";"SING";97;7;43;1;"PERS";161.388136;"4D";"S"
"CAL";6331.338496;"No";"EXT";"BACH";"UNEMP";"F";0;"RUR";"MAR";87;3;82;3;"PERS";94.714302;"2D";"M"
"OR";3304.758268;"No";"EXT";"COLL";"RET";"F";23931;"SUBU";"SING";95;4;24;1;"PERS";456;"4D";"L"
"AR";7054.776317;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";207;32;96;1;"PERS";1490.4;"LUXS";"M"
"AR";4795.387295;"No";"BAS";"BACH";"EMP";"F";33068;"URB";"MAR";61;6;77;6;"PERS";213.038013;"4D";"M"
"OR";2415.415525;"No";"BAS";"COLL";"EMP";"F";40903;"SUBU";"MAR";61;12;5;1;"CORP";409.88696;"4D";"S"
"NEV";11308.47178;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";66;4;83;2;"PERS";316.8;"4D";"M"
"AR";7462.926263;"Yes";"EXT";"COLL";"EMP";"F";70263;"RUR";"MAR";93;30;66;5;"CORP";7.345946;"2D";"S"
"CAL";2551.226692;"Yes";"BAS";"MAST";"EMP";"M";79751;"SUBU";"MAR";63;15;67;1;"PERS";392.235698;"2D";"S"
"OR";13869.92705;"Yes";"BAS";"COLL";"EMP";"M";28432;"SUBU";"MAR";118;1;59;2;"PERS";612.300581;"SUV";"S"
"OR";2574.020376;"Yes";"BAS";"MAST";"EMP";"F";34990;"RUR";"SING";65;23;73;1;"PERS";42.689135;"4D";"M"
"WASH";5431.371279;"No";"BAS";"HSOB";"EMP";"M";49345;"URB";"MAR";69;10;12;7;"PERS";251.075981;"2D";"M"
"AR";8837.334639;"No";"BAS";"MAST";"EMP";"M";62277;"RUR";"SING";113;9;68;8;"CORP";249.799752;"SUV";"M"
"AR";1898.683686;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";70;17;20;1;"PERS";702.020904;"2D";"S"
"AR";9403.875138;"No";"BAS";"MAST";"EMP";"F";56410;"URB";"MAR";117;13;73;3;"PERS";523.99823;"SUV";"M"
"NEV";8044.872393;"Yes";"BAS";"BACH";"EMP";"M";71391;"URB";"MAR";67;29;39;2;"PERS";284.000172;"4D";"M"
"AR";7985.472561;"No";"BAS";"COLL";"EMP";"F";99069;"RUR";"MAR";66;7;28;2;"CORP";77.442722;"4D";"M"
"OR";13024.13012;"Yes";"EXT";"MAST";"UNEMP";"M";0;"SUBU";"SING";125;6;61;2;"PERS";900;"SUV";"S"
"NEV";4730.355248;"No";"BAS";"DOCT";"ML";"M";17250;"URB";"MAR";62;16;90;3;"PERS";175.528642;"4D";"M"
"OR";4474.48438;"No";"BAS";"HSOB";"EMP";"M";84927;"SUBU";"MAR";112;27;83;1;"PERS";537.6;"SUV";"S"
"CAL";10209.02324;"No";"EXT";"HSOB";"EMP";"M";36568;"SUBU";"MAR";128;28;34;6;"PERS";978.621302;"SUV";"M"
"WASH";4250.775183;"No";"BAS";"BACH";"EMP";"F";27608;"URB";"DIV";108;30;89;1;"PERS";308.953614;"SUV";"M"
"OR";6907.554242;"No";"EXT";"BACH";"EMP";"F";42790;"URB";"MAR";87;10;74;3;"PERS";290.057111;"2D";"M"
"OR";23187.14574;"No";"BAS";"COLL";"EMP";"M";58466;"SUBU";"MAR";66;7;79;2;"PERS";316.8;"2D";"M"
"CAL";45708.65342;"No";"BAS";"BACH";"EMP";"F";31264;"URB";"DIV";198;9;54;2;"PERS";825.657746;"LUXS";"M"
"CAL";17723.76398;"No";"EXT";"COLL";"EMP";"F";25771;"SUBU";"MAR";222;21;58;4;"PERS";1253.984948;"LUXS";"M"
"OR";2566.398498;"No";"BAS";"HSOB";"EMP";"M";67778;"URB";"MAR";64;17;17;1;"PERS";171.287759;"4D";"L"
"OR";4177.876779;"No";"PREM";"BACH";"ML";"F";14108;"SUBU";"MAR";109;27;88;1;"PERS";523.2;"4D";"S"
"CAL";2213.187935;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"DIV";63;0;66;1;"PERS";305.552429;"4D";"S"
"CAL";2311.118403;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";68;0;45;1;"PERS";489.6;"4D";"M"
"CAL";16979.79757;"Yes";"BAS";"BACH";"EMP";"M";35095;"SUBU";"DIV";73;25;56;2;"CORP";525.6;"2D";"S"
"CAL";2363.295991;"No";"BAS";"BACH";"EMP";"F";27839;"SUBU";"MAR";65;20;54;1;"PERS";312;"2D";"S"
"AR";4538.847818;"No";"BAS";"BACH";"EMP";"M";82297;"RUR";"SING";116;5;62;1;"PERS";0.382107;"SPO";"M"
"CAL";4605.036646;"Yes";"BAS";"COLL";"ML";"F";22571;"SUBU";"SING";63;29;51;9;"CORP";302.4;"4D";"L"
"NEV";5889.509098;"No";"BAS";"COLL";"EMP";"F";62007;"RUR";"MAR";73;4;7;3;"PERS";120.015609;"4D";"M"
"NEV";3386.532195;"No";"EXT";"BACH";"UNEMP";"F";0;"SUBU";"MAR";92;18;79;1;"PERS";571.593637;"2D";"M"
"OR";5847.415237;"No";"EXT";"COLL";"ML";"F";23496;"RUR";"MAR";77;17;88;8;"SPEC";13.164097;"4D";"M"
"CAL";8647.139152;"No";"BAS";"BACH";"UNEMP";"M";0;"RUR";"MAR";119;5;31;3;"PERS";244.816163;"SUV";"S"
"NEV";5979.724161;"Yes";"EXT";"HSOB";"EMP";"F";57693;"SUBU";"DIV";76;16;56;3;"CORP";547.2;"4D";"M"
"OR";9048.983447;"Yes";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";119;9;8;3;"PERS";571.2;"SPO";"M"
"AR";5323.267311;"No";"BAS";"COLL";"EMP";"F";55289;"RUR";"SING";67;10;71;3;"PERS";134.124254;"4D";"M"
"OR";7627.660848;"No";"BAS";"COLL";"EMP";"M";93004;"URB";"MAR";63;31;2;2;"CORP";205.957043;"4D";"M"
"OR";2959.819985;"No";"BAS";"BACH";"EMP";"F";69746;"URB";"DIV";74;17;91;1;"PERS";225.032781;"4D";"M"
"CAL";38496.94701;"No";"EXT";"HSOB";"EMP";"F";48409;"URB";"SING";124;13;60;2;"SPEC";345.211703;"SUV";"M"
"OR";14503.02129;"No";"BAS";"BACH";"ML";"M";29790;"SUBU";"MAR";194;25;49;3;"PERS";931.2;"LUXS";"M"
"CAL";4012.319346;"No";"EXT";"HSOB";"EMP";"F";47221;"SUBU";"MAR";99;8;79;1;"PERS";475.2;"2D";"L"
"OR";8083.541953;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";116;7;23;8;"PERS";820.018767;"SUV";"M"
"OR";10595.81033;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"DIV";102;22;20;2;"PERS";734.4;"SUV";"S"
"CAL";2664.242814;"No";"BAS";"HSOB";"EMP";"F";82887;"SUBU";"MAR";66;22;4;1;"CORP";420.374805;"4D";"S"
"CAL";12731.95161;"Yes";"BAS";"DOCT";"EMP";"M";40870;"SUBU";"MAR";105;3;56;2;"CORP";504;"SUV";"L"
"OR";4105.580991;"No";"BAS";"BACH";"EMP";"M";39492;"SUBU";"MAR";105;20;81;1;"PERS";756;"SUV";"M"
"OR";2538.62632;"Yes";"BAS";"BACH";"RET";"M";18608;"SUBU";"DIV";71;13;24;1;"CORP";340.8;"4D";"M"
"CAL";7630.346461;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";111;21;20;8;"SPEC";799.2;"SUV";"L"
"OR";4510.194071;"No";"BAS";"COLL";"EMP";"M";44230;"SUBU";"MAR";114;2;45;1;"PERS";738.222494;"SPO";"M"
"CAL";3188.53073;"No";"EXT";"HSOB";"EMP";"F";81081;"URB";"MAR";79;20;25;1;"PERS";224.888004;"2D";"M"
"OR";4874.0748;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";68;10;36;7;"PERS";609.323227;"2D";"M"
"AR";4786.889347;"No";"BAS";"COLL";"EMP";"M";45515;"URB";"MAR";61;14;33;9;"PERS";236.907007;"2D";"L"
"OR";5532.753182;"No";"BAS";"BACH";"EMP";"M";91212;"URB";"MAR";69;9;92;6;"PERS";270.311239;"2D";"M"
"OR";5421.018201;"No";"BAS";"HSOB";"EMP";"M";40376;"SUBU";"MAR";69;16;46;8;"PERS";427.874055;"4D";"L"
"CAL";8639.49502;"No";"BAS";"DOCT";"EMP";"F";92374;"RUR";"DIV";107;16;9;3;"PERS";220.018279;"SUV";"M"
"OR";34039.05613;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"DIV";104;26;66;2;"PERS";499.2;"SPO";"M"
"AR";4624.622593;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";68;0;16;3;"PERS";469.278843;"4D";"L"
"WASH";2936.726182;"No";"BAS";"HSOB";"EMP";"F";27179;"SUBU";"MAR";74;32;69;1;"PERS";355.2;"4D";"M"
"AR";8173.50314;"No";"BAS";"BACH";"EMP";"F";68144;"SUBU";"MAR";70;29;98;2;"PERS";336;"4D";"L"
"OR";4023.814439;"No";"PREM";"BACH";"EMP";"M";41833;"SUBU";"MAR";103;28;43;1;"PERS";643.826716;"4D";"M"
"CAL";3244.816567;"No";"EXT";"COLL";"EMP";"F";68103;"URB";"DIV";82;28;91;1;"PERS";277.795988;"2D";"M"
"WASH";22332.43946;"Yes";"EXT";"COLL";"EMP";"M";49078;"SUBU";"SING";97;10;3;2;"SPEC";484.013411;"4D";"M"
"CAL";4358.762008;"No";"BAS";"HSOB";"EMP";"M";86001;"SUBU";"DIV";109;4;27;1;"PERS";523.2;"SUV";"M"
"OR";4034.926461;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";112;8;28;1;"SPEC";806.4;"SPO";"M"
"WASH";5926.729379;"Yes";"EXT";"COLL";"RET";"M";23091;"SUBU";"MAR";96;28;90;5;"CORP";460.8;"4D";"M"
"CAL";7434.247572;"No";"BAS";"HSOB";"EMP";"M";51408;"SUBU";"MAR";62;11;92;2;"PERS";297.6;"4D";"L"
"CAL";2387.858281;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";67;23;88;1;"PERS";482.4;"4D";"M"
"OR";3534.337809;"No";"EXT";"BACH";"ML";"M";19861;"SUBU";"MAR";93;27;21;1;"CORP";446.4;"4D";"M"
"NEV";5544.909083;"No";"BAS";"HSOB";"EMP";"M";79619;"URB";"MAR";71;3;34;6;"PERS";280.89705;"4D";"L"
"CAL";2357.801509;"No";"BAS";"COLL";"UNEMP";"F";0;"URB";"MAR";65;5;59;1;"PERS";294.502382;"4D";"M"
"CAL";17497.52201;"Yes";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"DIV";73;9;94;2;"PERS";350.4;"2D";"M"
"OR";4330.38602;"Yes";"PREM";"COLL";"EMP";"M";60475;"SUBU";"MAR";107;9;18;1;"PERS";513.6;"4D";"M"
"AR";4508.862933;"No";"BAS";"BACH";"EMP";"M";83777;"URB";"MAR";112;18;74;1;"PERS";377.354191;"SPO";"S"
"AR";9927.877699;"No";"EXT";"COLL";"EMP";"F";58703;"RUR";"MAR";127;32;26;6;"PERS";227.916076;"SUV";"S"
"CAL";5498.940679;"Yes";"BAS";"COLL";"ML";"M";22520;"SUBU";"MAR";73;17;64;3;"CORP";350.4;"4D";"M"
"CAL";6715.342541;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";65;22;39;2;"CORP";655.073317;"4D";"M"
"CAL";5498.753121;"No";"EXT";"BACH";"EMP";"F";60668;"URB";"MAR";138;18;92;1;"PERS";553.699596;"SUV";"M"
"WASH";2860.111745;"No";"BAS";"COLL";"EMP";"M";51159;"RUR";"MAR";72;4;61;1;"PERS";4.238626;"4D";"M"
