"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS"
"AR";5470.060561;"Yes";"Extended";"BACH";"EMP";"F";54507;"SUBU";"MAR";138;20;11;1;"PERS";702.990032;"SUV";"Medsize"
"CAL";2978.84601;"No";"Extended";"BACH";"EMP";"F";64586;"URB";"SING";76;3;17;1;"PERS";206.837111;"4D";"Medsize"
"OR";6410.967544;"No";"Extended";"COLL";"EMP";"M";61709;"URB";"MAR";82;5;41;7;"PERS";275.395894;"4D";"Medsize"
"CAL";4479.023088;"No";"Basic";"MAST";"EMP";"M";94656;"URB";"MAR";111;12;79;1;"SPEC";459.738128;"SUV";"Medsize"
"CAL";2383.731879;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";69;5;40;1;"SPEC";496.8;"2D";"Small"
"CAL";2764.493659;"No";"Basic";"BACH";"EMP";"M";61085;"SUBU";"MAR";70;27;34;1;"PERS";336;"2D";"Medsize"
"OR";7920.105377;"No";"Basic";"BACH";"EMP";"F";89284;"SUBU";"MAR";67;7;31;2;"PERS";321.6;"2D";"Small"
"AR";6889.097981;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"DIV";63;6;12;2;"PERS";302.4;"4D";"Small"
"WASH";3274.194616;"No";"Extended";"BACH";"EMP";"F";31686;"SUBU";"MAR";81;11;33;1;"PERS";430.994107;"4D";"Small"
"OR";9951.707743;"No";"Premium";"HSOB";"EMP";"M";56855;"SUBU";"SING";255;12;1;1;"CORP";1836;"LUXS";"Medsize"
"OR";2521.555686;"No";"Basic";"BACH";"EMP";"M";53703;"RUR";"SING";67;3;45;1;"SPEC";67.632476;"4D";"Medsize"
"WASH";23706.11337;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";96;12;35;2;"PERS";844.481918;"2D";"Medsize"
"CAL";6047.02516;"Yes";"Extended";"COLL";"EMP";"M";20396;"SUBU";"MAR";76;15;60;4;"PERS";364.8;"4D";"Medsize"
"CAL";11140.30248;"No";"Premium";"MAST";"DIS";"F";27679;"SUBU";"SING";150;30;28;3;"PERS";722.486994;"SUV";"Medsize"
"NEV";4334.064096;"Yes";"Extended";"BACH";"RET";"F";23904;"SUBU";"SING";123;1;67;1;"PERS";590.4;"SUV";"Medsize"
"AR";2799.74791;"No";"Basic";"HSOB";"EMP";"F";65351;"SUBU";"MAR";69;4;54;1;"CORP";481.027516;"4D";"Medsize"
"CAL";7923.136624;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";113;20;1;7;"PERS";1124.427734;"SUV";"Medsize"
"CAL";3688.110888;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";63;0;54;7;"PERS";669.682001;"4D";"Medsize"
"CAL";12067.45599;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";116;14;35;2;"PERS";1284.093173;"SUV";"Medsize"
"CAL";2924.976721;"No";"Basic";"COLL";"EMP";"F";64459;"URB";"MAR";72;16;64;1;"PERS";240.259479;"4D";"Medsize"
"CAL";15014.0927;"No";"Premium";"COLL";"EMP";"M";32961;"SUBU";"MAR";190;13;53;3;"CORP";912;"SUV";"Small"
"OR";9277.233839;"No";"Basic";"HSOB";"EMP";"F";71416;"SUBU";"DIV";116;10;0;3;"CORP";556.8;"SUV";"Medsize"
"WASH";6274.123875;"No";"Extended";"BACH";"EMP";"F";68964;"RUR";"MAR";78;15;6;3;"PERS";115.086827;"4D";"Medsize"
"CAL";3886.647414;"No";"Extended";"HSOB";"EMP";"M";78108;"SUBU";"SING";98;12;34;1;"PERS";470.4;"2D";"Small"
"CAL";4386.277558;"Yes";"Basic";"COLL";"RET";"M";10621;"SUBU";"SING";67;28;22;5;"SPEC";321.6;"4D";"Medsize"
"WASH";11365.26766;"No";"Extended";"COLL";"EMP";"M";84910;"URB";"MAR";95;4;69;2;"CORP";383.167471;"2D";"Small"
"CAL";5610.96434;"No";"Basic";"HSOB";"EMP";"F";77493;"URB";"SING";70;2;35;3;"SPEC";307.963291;"4D";"Medsize"
"AR";2912.892035;"No";"Basic";"COLL";"EMP";"M";81097;"SUBU";"DIV";74;7;67;1;"PERS";355.2;"4D";"Small"
"OR";6915.729915;"No";"Extended";"COLL";"EMP";"F";96610;"SUBU";"MAR";85;6;23;3;"CORP";520.364752;"4D";"Large"
"OR";6262.663307;"No";"Premium";"COLL";"EMP";"M";30110;"URB";"MAR";159;20;71;1;"CORP";466.436375;"SPO";"Small"
"OR";6503.397049;"Yes";"Extended";"HSOB";"DIS";"F";22081;"SUBU";"MAR";84;1;9;6;"SPEC";451.670309;"2D";"Small"
"WASH";8007.399376;"Yes";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"DIV";112;12;93;3;"PERS";537.6;"SPO";"Medsize"
"CAL";2929.916512;"No";"Basic";"COLL";"EMP";"M";98473;"SUBU";"MAR";72;19;69;1;"PERS";345.6;"4D";"Medsize"
"OR";5969.55297;"No";"Basic";"BACH";"EMP";"F";97431;"SUBU";"MAR";74;1;72;3;"PERS";355.2;"4D";"Medsize"
"CAL";5473.15987;"No";"Basic";"BACH";"EMP";"M";93870;"SUBU";"DIV";69;1;96;8;"PERS";331.2;"4D";"Medsize"
"NEV";5645.396665;"No";"Basic";"HSOB";"EMP";"M";50366;"SUBU";"DIV";72;9;5;9;"PERS";428.734656;"4D";"Small"
"WASH";6369.262355;"Yes";"Extended";"HSOB";"EMP";"M";34498;"SUBU";"SING";83;30;72;7;"PERS";398.4;"2D";"Small"
"OR";11833.76732;"No";"Basic";"COLL";"DIS";"F";16552;"SUBU";"MAR";103;23;53;2;"PERS";494.4;"SUV";"Small"
"OR";6121.107929;"No";"Extended";"COLL";"EMP";"F";26787;"SUBU";"MAR";77;7;50;5;"PERS";369.6;"4D";"Medsize"
"NEV";5159.369746;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";74;2;42;9;"PERS";831.752839;"2D";"Medsize"
"NEV";2514.59196;"Yes";"Basic";"HSOB";"EMP";"F";43860;"RUR";"SING";65;15;58;1;"CORP";156.124914;"4D";"Medsize"
"AR";8668.611261;"No";"Basic";"HSOB";"EMP";"M";21474;"URB";"MAR";114;13;72;9;"CORP";373.428187;"SUV";"Small"
"CAL";4960.965384;"No";"Basic";"BACH";"DIS";"M";18174;"SUBU";"MAR";66;8;16;9;"CORP";395.934815;"4D";"Small"
"AR";5504.139033;"Yes";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"MAR";73;18;45;5;"CORP";350.4;"4D";"Medsize"
"AR";7507.455372;"Yes";"Basic";"COLL";"EMP";"M";60920;"URB";"SING";64;10;61;2;"PERS";231.201886;"2D";"Medsize"
"AR";32269.85139;"No";"Extended";"HSOB";"EMP";"M";41520;"URB";"MAR";90;18;70;2;"PERS";289.904105;"4D";"Medsize"
"OR";5657.031588;"No";"Premium";"BACH";"UNEMP";"F";0;"SUBU";"MAR";152;12;89;1;"PERS";729.6;"SUV";"Small"
"AR";5061.757902;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";68;19;16;8;"PERS";326.4;"2D";"Medsize"
"CAL";5912.783829;"No";"Basic";"BACH";"EMP";"M";72208;"SUBU";"MAR";73;3;84;8;"PERS";350.4;"2D";"Small"
"CAL";15182.27975;"No";"Basic";"BACH";"EMP";"F";53863;"RUR";"MAR";63;12;30;2;"PERS";105.765111;"4D";"Large"
"WASH";10747.03094;"No";"Extended";"COLL";"EMP";"M";66446;"URB";"DIV";136;8;77;3;"CORP";639.464548;"SUV";"Large"
"WASH";2050.623512;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";61;18;26;1;"PERS";292.8;"4D";"Small"
"WASH";2465.444865;"No";"Basic";"BACH";"EMP";"F";64997;"SUBU";"SING";63;7;99;1;"PERS";383.442328;"4D";"Small"
"NEV";5343.121327;"No";"Basic";"HSOB";"EMP";"F";64460;"SUBU";"MAR";66;18;42;3;"CORP";316.8;"2D";"Small"
"AR";8119.829071;"No";"Basic";"COLL";"EMP";"F";46618;"RUR";"MAR";67;22;77;2;"PERS";99.085943;"4D";"Large"
"OR";4605.265164;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"DIV";64;13;64;4;"CORP";307.2;"4D";"Small"
"CAL";6408.785577;"No";"Extended";"COLL";"EMP";"M";49988;"SUBU";"MAR";84;6;37;5;"PERS";566.935022;"2D";"Large"
"CAL";2376.533508;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";91;2;8;1;"PERS";436.8;"2D";"Medsize"
"CAL";3211.070017;"No";"Extended";"BACH";"DIS";"M";16269;"SUBU";"DIV";86;6;84;1;"CORP";412.8;"2D";"Medsize"
"AR";5094.522262;"No";"Basic";"BACH";"EMP";"F";72006;"SUBU";"DIV";64;4;38;3;"PERS";307.2;"4D";"Medsize"
"AR";25755.27817;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";81;3;60;2;"PERS";388.8;"4D";"Small"
"OR";8672.229719;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"SING";245;34;83;1;"CORP";2345.413441;"LUXS";"Medsize"
"CAL";8044.73072;"No";"Basic";"MAST";"EMP";"M";44320;"SUBU";"MAR";67;13;79;2;"PERS";321.6;"4D";"Medsize"
"AR";4001.519098;"No";"Premium";"HSOB";"RET";"F";19782;"SUBU";"DIV";108;13;66;1;"PERS";773.470977;"2D";"Medsize"
"NEV";16706.11699;"No";"Basic";"BACH";"EMP";"F";63933;"SUBU";"DIV";70;35;98;2;"PERS";424.883448;"2D";"Medsize"
"AR";8544.411077;"No";"Basic";"DOCT";"EMP";"M";28224;"SUBU";"SING";109;13;13;8;"PERS";523.2;"SUV";"Medsize"
"WASH";7805.31287;"Yes";"Basic";"COLL";"RET";"F";21073;"SUBU";"DIV";106;25;54;3;"PERS";508.8;"SUV";"Small"
"OR";6112.756868;"No";"Extended";"BACH";"EMP";"M";63243;"URB";"MAR";77;21;73;3;"PERS";364.240307;"4D";"Large"
"NEV";4772.943848;"Yes";"Extended";"HSOB";"RET";"M";20993;"SUBU";"DIV";133;35;90;1;"PERS";638.4;"SUV";"Medsize"
"OR";10979.09559;"No";"Extended";"BACH";"EMP";"F";94827;"URB";"MAR";135;5;64;4;"PERS";354.729129;"SUV";"Medsize"
"CAL";5004.263818;"No";"Basic";"MAST";"EMP";"F";39161;"URB";"MAR";63;18;83;4;"PERS";283.995953;"2D";"Small"
"WASH";13223.04379;"No";"Extended";"BACH";"EMP";"M";37534;"SUBU";"MAR";84;2;0;2;"PERS";403.2;"4D";"Medsize"
"OR";2623.31543;"No";"Basic";"BACH";"EMP";"F";80210;"RUR";"DIV";65;30;28;1;"CORP";20.543176;"4D";"Medsize"
"CAL";17840.19555;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";62;32;59;2;"PERS";385.115437;"4D";"Small"
"CAL";5106.111827;"No";"Basic";"COLL";"EMP";"F";30110;"RUR";"MAR";64;2;4;5;"PERS";140.165035;"4D";"Medsize"
"AR";17930.60451;"No";"Basic";"COLL";"ML";"F";21708;"SUBU";"DIV";68;28;77;2;"PERS";326.4;"4D";"Medsize"
"AR";5457.342569;"No";"Basic";"HSOB";"EMP";"M";94731;"SUBU";"MAR";67;23;65;4;"PERS";321.6;"4D";"Medsize"
"CAL";6563.644143;"No";"Extended";"BACH";"EMP";"M";32375;"SUBU";"MAR";83;17;83;6;"PERS";398.4;"4D";"Small"
"OR";4812.525221;"No";"Basic";"COLL";"ML";"M";16531;"RUR";"MAR";63;0;40;4;"CORP";102.879769;"4D";"Medsize"
"AR";29328.04185;"No";"Extended";"MAST";"EMP";"F";32006;"RUR";"SING";94;28;7;2;"CORP";56.868289;"4D";"Medsize"
"AR";5773.520711;"No";"Basic";"BACH";"EMP";"F";81676;"SUBU";"MAR";72;21;86;8;"PERS";463.158502;"2D";"Small"
"CAL";6847.1189;"No";"Extended";"COLL";"EMP";"M";71038;"RUR";"MAR";86;15;56;3;"CORP";205.444066;"4D";"Medsize"
"AR";3595.31286;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";103;20;43;1;"CORP";741.6;"SPO";"Medsize"
"NEV";22855.61209;"No";"Basic";"MAST";"ML";"F";20832;"RUR";"MAR";65;8;32;2;"PERS";56.371967;"2D";"Medsize"
"WASH";7859.414569;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";113;19;10;7;"PERS";813.6;"SUV";"Medsize"
"OR";4115.577437;"No";"Premium";"HSOB";"EMP";"M";52405;"SUBU";"MAR";103;2;27;1;"PERS";494.4;"4D";"Medsize"
"AR";5029.638777;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";133;3;89;1;"PERS";795.864079;"SPO";"Small"
"WASH";4821.418454;"No";"Extended";"BACH";"EMP";"F";26583;"SUBU";"MAR";128;6;46;1;"PERS";614.4;"SUV";"Medsize"
"OR";5004.310469;"No";"Basic";"MAST";"DIS";"M";25486;"RUR";"MAR";65;15;53;3;"SPEC";72.438681;"2D";"Medsize"
"AR";8630.053943;"No";"Premium";"COLL";"EMP";"M";24065;"SUBU";"DIV";111;30;1;5;"CORP";532.8;"4D";"Medsize"
"AR";9322.08512;"No";"Premium";"HSOB";"EMP";"F";70435;"RUR";"MAR";116;0;50;4;"PERS";67.881546;"4D";"Medsize"
"CAL";16727.56063;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"SING";76;33;36;2;"PERS";402.636829;"2D";"Medsize"
"OR";3652.532435;"No";"Extended";"HSOB";"EMP";"F";39679;"SUBU";"MAR";92;2;85;1;"PERS";641.388616;"2D";"Medsize"
"NEV";6158.601171;"No";"Extended";"COLL";"UNEMP";"M";0;"URB";"SING";89;13;45;5;"PERS";342.481173;"4D";"Medsize"
"CAL";4376.083958;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";69;21;70;3;"PERS";331.2;"2D";"Medsize"
"NEV";5569.456156;"No";"Basic";"HSOB";"EMP";"M";53565;"SUBU";"MAR";71;27;34;6;"PERS";340.8;"4D";"Small"
"WASH";2576.513006;"No";"Basic";"BACH";"EMP";"M";37574;"SUBU";"MAR";66;19;14;1;"PERS";412.101933;"2D";"Medsize"
"WASH";8346.983233;"No";"Premium";"BACH";"EMP";"M";48259;"RUR";"SING";108;14;79;3;"PERS";73.700573;"2D";"Medsize"
"AR";6323.923864;"No";"Extended";"HSOB";"EMP";"F";78532;"SUBU";"MAR";78;25;87;3;"PERS";374.4;"4D";"Medsize"
"AR";5973.14343;"No";"Basic";"BACH";"EMP";"F";96163;"SUBU";"MAR";73;23;90;3;"CORP";350.4;"4D";"Medsize"
"CAL";4706.676993;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";72;0;86;7;"PERS";345.6;"4D";"Medsize"
"CAL";8093.410258;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";114;9;72;5;"PERS";722.024742;"SPO";"Medsize"
"WASH";5035.744643;"No";"Basic";"COLL";"EMP";"M";72672;"URB";"MAR";63;7;39;5;"PERS";259.361117;"4D";"Large"
"OR";9027.867218;"No";"Premium";"BACH";"EMP";"F";99002;"SUBU";"MAR";112;33;75;8;"PERS";537.6;"4D";"Medsize"
"CAL";7288.884849;"No";"Extended";"HSOB";"EMP";"M";79494;"URB";"MAR";91;19;30;3;"PERS";396.295614;"4D";"Large"
"OR";18042.47942;"No";"Extended";"MAST";"EMP";"M";35704;"RUR";"MAR";225;21;35;8;"PERS";358.281562;"LUX";"Medsize"
"AR";4992.063043;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";71;6;5;3;"CORP";653.388564;"4D";"Small"
"OR";9102.267849;"No";"Premium";"HSOB";"DIS";"F";26049;"RUR";"MAR";118;17;6;6;"PERS";121.032372;"2D";"Large"
"AR";2540.407726;"No";"Basic";"DOCT";"EMP";"M";70125;"RUR";"SING";64;21;77;1;"SPEC";92.813396;"4D";"Medsize"
"CAL";12941.89193;"No";"Basic";"COLL";"EMP";"M";52369;"SUBU";"MAR";110;34;49;2;"PERS";528;"SUV";"Medsize"
"WASH";2365.348601;"No";"Basic";"BACH";"UNEMP";"F";0;"RUR";"MAR";66;25;51;1;"SPEC";159.636956;"4D";"Medsize"
"AR";5720.765064;"No";"Basic";"COLL";"EMP";"M";41770;"SUBU";"MAR";72;0;60;9;"PERS";476.156957;"4D";"Small"
"OR";7035.534088;"No";"Premium";"HSOB";"UNEMP";"M";0;"SUBU";"DIV";101;16;88;8;"CORP";727.2;"4D";"Medsize"
"CAL";2636.97773;"No";"Basic";"COLL";"EMP";"M";31911;"SUBU";"MAR";67;33;27;1;"PERS";321.6;"4D";"Medsize"
"NEV";5395.831967;"No";"Basic";"BACH";"EMP";"M";70051;"RUR";"MAR";68;15;69;8;"CORP";42.078345;"4D";"Medsize"
"OR";8382.630118;"Yes";"Basic";"HSOB";"RET";"M";19683;"SUBU";"MAR";117;17;41;9;"PERS";561.6;"SPO";"Medsize"
"WASH";31161.74523;"No";"Basic";"COLL";"EMP";"F";30916;"RUR";"MAR";112;7;65;2;"PERS";200.11606;"SUV";"Small"
"OR";2887.742258;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";80;24;95;1;"PERS";676.944023;"4D";"Medsize"
"WASH";8714.922135;"Yes";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"DIV";118;14;64;4;"CORP";566.4;"SUV";"Medsize"
"CAL";25585.72783;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";116;0;45;2;"CORP";830.623064;"SUV";"Medsize"
"OR";10272.6082;"No";"Extended";"COLL";"EMP";"M";60145;"URB";"SING";132;8;28;3;"PERS";580.473259;"SUV";"Medsize"
"OR";4376.363592;"Yes";"Premium";"BACH";"EMP";"F";63774;"RUR";"DIV";111;18;63;1;"PERS";60.036683;"4D";"Medsize"
"CAL";5318.89664;"Yes";"Basic";"BACH";"EMP";"F";25134;"SUBU";"MAR";67;3;0;6;"CORP";321.6;"4D";"Small"
"OR";4719.762191;"No";"Basic";"BACH";"EMP";"M";37057;"RUR";"MAR";61;5;48;6;"PERS";47.53101;"4D";"Small"
"OR";4428.031583;"Yes";"Basic";"HSOB";"EMP";"F";58577;"URB";"MAR";110;6;62;1;"PERS";303.872752;"SUV";"Medsize"
"CAL";5879.176092;"No";"Basic";"HSOB";"EMP";"M";85857;"RUR";"MAR";73;3;19;6;"CORP";100.620067;"4D";"Medsize"
"OR";9416.908485;"No";"Basic";"DOCT";"EMP";"F";70602;"URB";"MAR";116;8;47;3;"PERS";481.339891;"SUV";"Small"
"OR";8288.155579;"No";"Premium";"MAST";"EMP";"F";33816;"SUBU";"DIV";106;10;97;3;"CORP";508.8;"4D";"Medsize"
"OR";32654.8383;"No";"Premium";"BACH";"UNEMP";"M";0;"SUBU";"SING";153;7;75;2;"PERS";1101.6;"SUV";"Medsize"
"OR";4719.450052;"No";"Extended";"COLL";"EMP";"F";89642;"RUR";"MAR";121;11;20;1;"CORP";86.320022;"SUV";"Medsize"
"CAL";3903.474784;"No";"Extended";"BACH";"EMP";"F";60068;"SUBU";"MAR";98;17;75;1;"PERS";470.4;"2D";"Small"
"CAL";5457.259678;"No";"Extended";"BACH";"EMP";"F";50044;"SUBU";"SING";139;16;14;1;"PERS";667.2;"SUV";"Medsize"
"CAL";2725.356404;"Yes";"Basic";"MAST";"EMP";"F";36650;"RUR";"MAR";69;2;70;1;"PERS";56.60333;"4D";"Large"
"AR";4433.97368;"No";"Basic";"COLL";"EMP";"F";50653;"RUR";"MAR";110;29;42;1;"CORP";262.865172;"SUV";"Small"
"AR";5332.462694;"Yes";"Basic";"DOCT";"EMP";"F";68931;"URB";"MAR";66;32;30;7;"PERS";309.577946;"4D";"Medsize"
"OR";2315.094985;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";73;14;39;1;"CORP";350.4;"4D";"Medsize"
"CAL";5411.953687;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";73;1;22;5;"PERS";365.364581;"4D";"Medsize"
"CAL";9587.33234;"No";"Extended";"BACH";"EMP";"M";39266;"SUBU";"MAR";80;33;31;2;"PERS";384;"4D";"Medsize"
"CAL";22103.5072;"Yes";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"MAR";102;35;48;2;"PERS";489.6;"SUV";"Medsize"
"NEV";9764.945308;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";98;24;11;2;"PERS";705.6;"4D";"Small"
"NEV";2567.151468;"No";"Basic";"BACH";"EMP";"F";40864;"RUR";"MAR";65;2;75;1;"CORP";9.51528;"4D";"Medsize"
"OR";2650.622781;"No";"Basic";"COLL";"EMP";"F";39035;"URB";"DIV";68;15;65;1;"PERS";244.564334;"4D";"Medsize"
"CAL";11264.36334;"No";"Extended";"BACH";"EMP";"M";34923;"SUBU";"SING";98;23;82;2;"PERS";639.105556;"2D";"Medsize"
"CAL";2168.523464;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";63;1;56;1;"PERS";453.6;"4D";"Medsize"
"CAL";8610.667489;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";111;27;36;9;"CORP";532.8;"SUV";"Medsize"
"CAL";2834.646235;"No";"Basic";"COLL";"EMP";"F";24506;"SUBU";"DIV";71;7;47;1;"PERS";511.2;"2D";"Medsize"
"OR";8930.139728;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";82;25;63;2;"PERS";554.522969;"4D";"Medsize"
"AR";5536.386959;"No";"Basic";"COLL";"EMP";"F";52220;"SUBU";"MAR";70;17;42;5;"PERS";336;"4D";"Small"
"AR";2840.85429;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";74;17;73;1;"PERS";402.449823;"2D";"Medsize"
"CAL";8082.880956;"No";"Basic";"COLL";"EMP";"M";53554;"SUBU";"MAR";67;6;5;2;"PERS";327.020539;"4D";"Large"
"CAL";5254.734278;"No";"Basic";"BACH";"EMP";"M";34476;"RUR";"MAR";67;23;49;3;"CORP";5.3953;"4D";"Medsize"
"AR";5116.237577;"No";"Basic";"BACH";"UNEMP";"F";0;"RUR";"MAR";70;1;11;5;"PERS";131.401291;"4D";"Medsize"
"CAL";3034.646997;"No";"Extended";"COLL";"EMP";"M";68205;"RUR";"MAR";76;35;14;1;"PERS";99.382943;"2D";"Medsize"
"CAL";8024.89992;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";119;6;48;8;"PERS";856.8;"SUV";"Medsize"
"CAL";18211.14319;"No";"Premium";"HSOB";"EMP";"M";53690;"SUBU";"MAR";154;20;97;2;"PERS";739.2;"SUV";"Small"
"OR";5121.563312;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";72;2;22;5;"PERS";518.4;"4D";"Medsize"
"CAL";2150.178588;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";61;28;31;1;"PERS";292.8;"4D";"Medsize"
"CAL";5595.389905;"Yes";"Basic";"HSOB";"EMP";"F";74454;"SUBU";"SING";71;25;29;3;"PERS";340.8;"4D";"Medsize"
"NEV";7562.824036;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";73;23;91;2;"PERS";350.4;"4D";"Large"
"OR";5385.853211;"No";"Basic";"HSOB";"ML";"M";29664;"SUBU";"MAR";71;1;69;3;"PERS";340.8;"4D";"Medsize"
"WASH";4718.558501;"No";"Basic";"MAST";"DIS";"M";15680;"URB";"DIV";64;20;29;8;"PERS";260.879903;"4D";"Medsize"
"NEV";9422.567923;"No";"Extended";"BACH";"EMP";"F";47272;"RUR";"MAR";79;17;17;2;"PERS";64.546877;"4D";"Medsize"
"OR";3605.860265;"No";"Extended";"COLL";"EMP";"F";21585;"SUBU";"MAR";92;35;61;1;"CORP";441.6;"4D";"Medsize"
"CAL";7762.590564;"No";"Premium";"COLL";"DIS";"F";23827;"RUR";"MAR";106;18;77;3;"PERS";37.910623;"4D";"Medsize"
"AR";23444.90045;"No";"Basic";"COLL";"EMP";"F";69906;"URB";"MAR";74;34;32;2;"CORP";202.860399;"4D";"Medsize"
"CAL";2558.178159;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";72;7;77;1;"CORP";345.6;"4D";"Small"
"WASH";5123.170887;"No";"Basic";"MAST";"EMP";"F";89879;"RUR";"MAR";63;17;20;3;"PERS";94.030308;"2D";"Medsize"
"WASH";2537.744494;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";69;9;89;1;"PERS";331.2;"4D";"Large"
"CAL";2969.593296;"No";"Basic";"HSOB";"EMP";"M";46131;"SUBU";"MAR";74;27;28;1;"PERS";355.2;"2D";"Small"
"OR";4363.124641;"No";"Basic";"MAST";"EMP";"F";54514;"URB";"DIV";109;5;36;1;"PERS";286.234931;"SUV";"Medsize"
"CAL";5884.308607;"No";"Premium";"HSOB";"UNEMP";"F";0;"SUBU";"SING";161;29;1;1;"PERS";1159.2;"SUV";"Medsize"
"NEV";5272.191556;"No";"Basic";"COLL";"EMP";"F";96668;"SUBU";"SING";66;2;95;3;"PERS";316.8;"4D";"Medsize"
"CAL";5509.895664;"No";"Basic";"DOCT";"EMP";"M";78879;"SUBU";"MAR";69;9;67;4;"PERS";466.570791;"4D";"Small"
"NEV";16313.68349;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";69;21;86;2;"PERS";331.2;"4D";"Medsize"
"AR";5678.050167;"Yes";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"MAR";76;8;44;3;"PERS";364.8;"4D";"Small"
"CAL";12101.20884;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";112;28;30;2;"PERS";1252.406235;"SPO";"Large"
"OR";2453.570794;"Yes";"Basic";"BACH";"ML";"M";29735;"SUBU";"SING";69;3;92;1;"PERS";331.2;"4D";"Medsize"
"CAL";5075.66267;"No";"Basic";"HSOB";"ML";"M";23082;"SUBU";"MAR";65;18;90;7;"SPEC";312;"4D";"Large"
"AR";3214.979402;"No";"Extended";"BACH";"EMP";"M";53984;"SUBU";"DIV";80;15;62;1;"CORP";421.484456;"4D";"Small"
"CAL";12275.34309;"No";"Premium";"COLL";"EMP";"F";52135;"URB";"SING";156;6;86;9;"PERS";430.505942;"SUV";"Small"
"CAL";2722.210707;"Yes";"Basic";"COLL";"ML";"F";17576;"SUBU";"MAR";71;29;70;1;"CORP";398.502948;"4D";"Medsize"
"OR";2457.440923;"No";"Basic";"BACH";"EMP";"F";29486;"RUR";"MAR";62;19;73;1;"PERS";7.646763;"4D";"Medsize"
"OR";3554.845264;"Yes";"Extended";"MAST";"EMP";"F";58557;"RUR";"MAR";88;4;83;1;"CORP";55.510526;"4D";"Large"
"CAL";4929.549699;"Yes";"Basic";"BACH";"EMP";"M";25632;"SUBU";"MAR";63;27;52;7;"PERS";351.270869;"2D";"Medsize"
"CAL";8036.45034;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";112;7;42;9;"PERS";806.4;"SPO";"Medsize"
"AR";4276.915328;"No";"Basic";"BACH";"DIS";"M";18768;"SUBU";"SING";68;19;53;3;"CORP";647.454583;"4D";"Medsize"
"CAL";33473.34946;"Yes";"Basic";"BACH";"EMP";"F";33190;"SUBU";"DIV";106;18;95;2;"PERS";508.8;"SUV";"Medsize"
"OR";5960.581363;"No";"Basic";"MAST";"EMP";"F";47945;"RUR";"MAR";74;32;39;3;"PERS";128.43823;"2D";"Medsize"
